"","epoch_type","config","seed_split","m","step_size","kernel_size_h","kernel_size_w","kernel_shape","num_kernel","pool_size_h","pool_size_w","fcl_size","dropout","optimizer","learning_rate","batch_size","num_epoch"
"880","1min",14,642,45,2,3,1,"long rec",16,5,3,16,0.5,"adam",0.001,100,150
"881","1min",15,890,45,2,1,3,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"882","1min",15,9818,45,2,1,3,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"883","1min",15,7,45,2,1,3,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"884","1min",15,155,45,2,1,3,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"885","1min",15,642,45,2,1,3,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"886","1min",16,890,45,2,3,3,"square",16,5,3,16,0.5,"adam",0.001,100,150
"887","1min",16,9818,45,2,3,3,"square",16,5,3,16,0.5,"adam",0.001,100,150
"888","1min",16,7,45,2,3,3,"square",16,5,3,16,0.5,"adam",0.001,100,150
"889","1min",16,155,45,2,3,3,"square",16,5,3,16,0.5,"adam",0.001,100,150
"890","1min",16,642,45,2,3,3,"square",16,5,3,16,0.5,"adam",0.001,100,150
"891","1min",17,890,45,2,1,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"892","1min",17,9818,45,2,1,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"893","1min",17,7,45,2,1,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"894","1min",17,155,45,2,1,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"895","1min",17,642,45,2,1,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"896","1min",18,890,45,2,3,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"897","1min",18,9818,45,2,3,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"898","1min",18,7,45,2,3,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"899","1min",18,155,45,2,3,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"900","1min",18,642,45,2,3,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"901","1min",19,890,45,2,1,1,"square",16,3,4,16,0.5,"adam",0.001,100,150
"902","1min",19,9818,45,2,1,1,"square",16,3,4,16,0.5,"adam",0.001,100,150
"903","1min",19,7,45,2,1,1,"square",16,3,4,16,0.5,"adam",0.001,100,150
"904","1min",19,155,45,2,1,1,"square",16,3,4,16,0.5,"adam",0.001,100,150
"905","1min",19,642,45,2,1,1,"square",16,3,4,16,0.5,"adam",0.001,100,150
"906","1min",20,890,45,2,3,1,"long rec",16,3,4,16,0.5,"adam",0.001,100,150
"907","1min",20,9818,45,2,3,1,"long rec",16,3,4,16,0.5,"adam",0.001,100,150
"908","1min",20,7,45,2,3,1,"long rec",16,3,4,16,0.5,"adam",0.001,100,150
"909","1min",20,155,45,2,3,1,"long rec",16,3,4,16,0.5,"adam",0.001,100,150
"910","1min",20,642,45,2,3,1,"long rec",16,3,4,16,0.5,"adam",0.001,100,150
"911","1min",21,890,45,2,1,3,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"912","1min",21,9818,45,2,1,3,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"913","1min",21,7,45,2,1,3,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"914","1min",21,155,45,2,1,3,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"915","1min",21,642,45,2,1,3,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"916","1min",22,890,45,2,3,3,"square",16,3,4,16,0.5,"adam",0.001,100,150
"917","1min",22,9818,45,2,3,3,"square",16,3,4,16,0.5,"adam",0.001,100,150
"918","1min",22,7,45,2,3,3,"square",16,3,4,16,0.5,"adam",0.001,100,150
"919","1min",22,155,45,2,3,3,"square",16,3,4,16,0.5,"adam",0.001,100,150
"920","1min",22,642,45,2,3,3,"square",16,3,4,16,0.5,"adam",0.001,100,150
"921","1min",23,890,45,2,1,5,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"922","1min",23,9818,45,2,1,5,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"923","1min",23,7,45,2,1,5,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"924","1min",23,155,45,2,1,5,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"925","1min",23,642,45,2,1,5,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"926","1min",24,890,45,2,3,5,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"927","1min",24,9818,45,2,3,5,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"928","1min",24,7,45,2,3,5,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"929","1min",24,155,45,2,3,5,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"930","1min",24,642,45,2,3,5,"wide rec",16,3,4,16,0.5,"adam",0.001,100,150
"931","1min",25,890,45,2,1,1,"square",16,4,4,16,0.5,"adam",0.001,100,150
"932","1min",25,9818,45,2,1,1,"square",16,4,4,16,0.5,"adam",0.001,100,150
"933","1min",25,7,45,2,1,1,"square",16,4,4,16,0.5,"adam",0.001,100,150
"934","1min",25,155,45,2,1,1,"square",16,4,4,16,0.5,"adam",0.001,100,150
"935","1min",25,642,45,2,1,1,"square",16,4,4,16,0.5,"adam",0.001,100,150
"936","1min",26,890,45,2,3,1,"long rec",16,4,4,16,0.5,"adam",0.001,100,150
"937","1min",26,9818,45,2,3,1,"long rec",16,4,4,16,0.5,"adam",0.001,100,150
"938","1min",26,7,45,2,3,1,"long rec",16,4,4,16,0.5,"adam",0.001,100,150
"939","1min",26,155,45,2,3,1,"long rec",16,4,4,16,0.5,"adam",0.001,100,150
"940","1min",26,642,45,2,3,1,"long rec",16,4,4,16,0.5,"adam",0.001,100,150
"941","1min",27,890,45,2,1,3,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"942","1min",27,9818,45,2,1,3,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"943","1min",27,7,45,2,1,3,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"944","1min",27,155,45,2,1,3,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"945","1min",27,642,45,2,1,3,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"946","1min",28,890,45,2,3,3,"square",16,4,4,16,0.5,"adam",0.001,100,150
"947","1min",28,9818,45,2,3,3,"square",16,4,4,16,0.5,"adam",0.001,100,150
"948","1min",28,7,45,2,3,3,"square",16,4,4,16,0.5,"adam",0.001,100,150
"949","1min",28,155,45,2,3,3,"square",16,4,4,16,0.5,"adam",0.001,100,150
"950","1min",28,642,45,2,3,3,"square",16,4,4,16,0.5,"adam",0.001,100,150
"951","1min",29,890,45,2,1,5,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"952","1min",29,9818,45,2,1,5,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"953","1min",29,7,45,2,1,5,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"954","1min",29,155,45,2,1,5,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"955","1min",29,642,45,2,1,5,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"956","1min",30,890,45,2,3,5,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"957","1min",30,9818,45,2,3,5,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"958","1min",30,7,45,2,3,5,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"959","1min",30,155,45,2,3,5,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"960","1min",30,642,45,2,3,5,"wide rec",16,4,4,16,0.5,"adam",0.001,100,150
"961","1min",31,890,45,2,1,1,"square",16,5,4,16,0.5,"adam",0.001,100,150
"962","1min",31,9818,45,2,1,1,"square",16,5,4,16,0.5,"adam",0.001,100,150
"963","1min",31,7,45,2,1,1,"square",16,5,4,16,0.5,"adam",0.001,100,150
"964","1min",31,155,45,2,1,1,"square",16,5,4,16,0.5,"adam",0.001,100,150
"965","1min",31,642,45,2,1,1,"square",16,5,4,16,0.5,"adam",0.001,100,150
"966","1min",32,890,45,2,3,1,"long rec",16,5,4,16,0.5,"adam",0.001,100,150
"967","1min",32,9818,45,2,3,1,"long rec",16,5,4,16,0.5,"adam",0.001,100,150
"968","1min",32,7,45,2,3,1,"long rec",16,5,4,16,0.5,"adam",0.001,100,150
"969","1min",32,155,45,2,3,1,"long rec",16,5,4,16,0.5,"adam",0.001,100,150
"970","1min",32,642,45,2,3,1,"long rec",16,5,4,16,0.5,"adam",0.001,100,150
"971","1min",33,890,45,2,1,3,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"972","1min",33,9818,45,2,1,3,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"973","1min",33,7,45,2,1,3,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"974","1min",33,155,45,2,1,3,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"975","1min",33,642,45,2,1,3,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"976","1min",34,890,45,2,3,3,"square",16,5,4,16,0.5,"adam",0.001,100,150
"977","1min",34,9818,45,2,3,3,"square",16,5,4,16,0.5,"adam",0.001,100,150
"978","1min",34,7,45,2,3,3,"square",16,5,4,16,0.5,"adam",0.001,100,150
"979","1min",34,155,45,2,3,3,"square",16,5,4,16,0.5,"adam",0.001,100,150
"980","1min",34,642,45,2,3,3,"square",16,5,4,16,0.5,"adam",0.001,100,150
"981","1min",35,890,45,2,1,5,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"982","1min",35,9818,45,2,1,5,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"983","1min",35,7,45,2,1,5,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"984","1min",35,155,45,2,1,5,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"985","1min",35,642,45,2,1,5,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"986","1min",36,890,45,2,3,5,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"987","1min",36,9818,45,2,3,5,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"988","1min",36,7,45,2,3,5,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"989","1min",36,155,45,2,3,5,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"990","1min",36,642,45,2,3,5,"wide rec",16,5,4,16,0.5,"adam",0.001,100,150
"991","1min",37,890,45,2,1,1,"square",16,3,5,16,0.5,"adam",0.001,100,150
"992","1min",37,9818,45,2,1,1,"square",16,3,5,16,0.5,"adam",0.001,100,150
"993","1min",37,7,45,2,1,1,"square",16,3,5,16,0.5,"adam",0.001,100,150
"994","1min",37,155,45,2,1,1,"square",16,3,5,16,0.5,"adam",0.001,100,150
"995","1min",37,642,45,2,1,1,"square",16,3,5,16,0.5,"adam",0.001,100,150
"996","1min",38,890,45,2,3,1,"long rec",16,3,5,16,0.5,"adam",0.001,100,150
"997","1min",38,9818,45,2,3,1,"long rec",16,3,5,16,0.5,"adam",0.001,100,150
"998","1min",38,7,45,2,3,1,"long rec",16,3,5,16,0.5,"adam",0.001,100,150
"999","1min",38,155,45,2,3,1,"long rec",16,3,5,16,0.5,"adam",0.001,100,150
"1000","1min",38,642,45,2,3,1,"long rec",16,3,5,16,0.5,"adam",0.001,100,150
"1001","1min",39,890,45,2,1,3,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"1002","1min",39,9818,45,2,1,3,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"1003","1min",39,7,45,2,1,3,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"1004","1min",39,155,45,2,1,3,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"1005","1min",39,642,45,2,1,3,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"1006","1min",40,890,45,2,3,3,"square",16,3,5,16,0.5,"adam",0.001,100,150
"1007","1min",40,9818,45,2,3,3,"square",16,3,5,16,0.5,"adam",0.001,100,150
"1008","1min",40,7,45,2,3,3,"square",16,3,5,16,0.5,"adam",0.001,100,150
"1009","1min",40,155,45,2,3,3,"square",16,3,5,16,0.5,"adam",0.001,100,150
"1010","1min",40,642,45,2,3,3,"square",16,3,5,16,0.5,"adam",0.001,100,150
"1011","1min",41,890,45,2,1,5,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"1012","1min",41,9818,45,2,1,5,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"1013","1min",41,7,45,2,1,5,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"1014","1min",41,155,45,2,1,5,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"1015","1min",41,642,45,2,1,5,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"1016","1min",42,890,45,2,3,5,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"1017","1min",42,9818,45,2,3,5,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"1018","1min",42,7,45,2,3,5,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"1019","1min",42,155,45,2,3,5,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"1020","1min",42,642,45,2,3,5,"wide rec",16,3,5,16,0.5,"adam",0.001,100,150
"1021","1min",43,890,45,2,1,1,"square",16,4,5,16,0.5,"adam",0.001,100,150
"1022","1min",43,9818,45,2,1,1,"square",16,4,5,16,0.5,"adam",0.001,100,150
"1023","1min",43,7,45,2,1,1,"square",16,4,5,16,0.5,"adam",0.001,100,150
"1024","1min",43,155,45,2,1,1,"square",16,4,5,16,0.5,"adam",0.001,100,150
"1025","1min",43,642,45,2,1,1,"square",16,4,5,16,0.5,"adam",0.001,100,150
"1026","1min",44,890,45,2,3,1,"long rec",16,4,5,16,0.5,"adam",0.001,100,150
"1027","1min",44,9818,45,2,3,1,"long rec",16,4,5,16,0.5,"adam",0.001,100,150
"1028","1min",44,7,45,2,3,1,"long rec",16,4,5,16,0.5,"adam",0.001,100,150
"1029","1min",44,155,45,2,3,1,"long rec",16,4,5,16,0.5,"adam",0.001,100,150
"1030","1min",44,642,45,2,3,1,"long rec",16,4,5,16,0.5,"adam",0.001,100,150
"1031","1min",45,890,45,2,1,3,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"1032","1min",45,9818,45,2,1,3,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"1033","1min",45,7,45,2,1,3,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"1034","1min",45,155,45,2,1,3,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"1035","1min",45,642,45,2,1,3,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"1036","1min",46,890,45,2,3,3,"square",16,4,5,16,0.5,"adam",0.001,100,150
"1037","1min",46,9818,45,2,3,3,"square",16,4,5,16,0.5,"adam",0.001,100,150
"1038","1min",46,7,45,2,3,3,"square",16,4,5,16,0.5,"adam",0.001,100,150
"1039","1min",46,155,45,2,3,3,"square",16,4,5,16,0.5,"adam",0.001,100,150
"1040","1min",46,642,45,2,3,3,"square",16,4,5,16,0.5,"adam",0.001,100,150
"1041","1min",47,890,45,2,1,5,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"1042","1min",47,9818,45,2,1,5,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"1043","1min",47,7,45,2,1,5,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"1044","1min",47,155,45,2,1,5,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"1045","1min",47,642,45,2,1,5,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"1046","1min",48,890,45,2,3,5,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"1047","1min",48,9818,45,2,3,5,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"1048","1min",48,7,45,2,3,5,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"1049","1min",48,155,45,2,3,5,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"1050","1min",48,642,45,2,3,5,"wide rec",16,4,5,16,0.5,"adam",0.001,100,150
"1051","1min",49,890,45,2,1,1,"square",16,5,5,16,0.5,"adam",0.001,100,150
"1052","1min",49,9818,45,2,1,1,"square",16,5,5,16,0.5,"adam",0.001,100,150
"1053","1min",49,7,45,2,1,1,"square",16,5,5,16,0.5,"adam",0.001,100,150
"1054","1min",49,155,45,2,1,1,"square",16,5,5,16,0.5,"adam",0.001,100,150
"1055","1min",49,642,45,2,1,1,"square",16,5,5,16,0.5,"adam",0.001,100,150
"1056","1min",50,890,45,2,3,1,"long rec",16,5,5,16,0.5,"adam",0.001,100,150
"1057","1min",50,9818,45,2,3,1,"long rec",16,5,5,16,0.5,"adam",0.001,100,150
"1058","1min",50,7,45,2,3,1,"long rec",16,5,5,16,0.5,"adam",0.001,100,150
"1059","1min",50,155,45,2,3,1,"long rec",16,5,5,16,0.5,"adam",0.001,100,150
"1060","1min",50,642,45,2,3,1,"long rec",16,5,5,16,0.5,"adam",0.001,100,150
"1061","1min",51,890,45,2,1,3,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"1062","1min",51,9818,45,2,1,3,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"1063","1min",51,7,45,2,1,3,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"1064","1min",51,155,45,2,1,3,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"1065","1min",51,642,45,2,1,3,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"1066","1min",52,890,45,2,3,3,"square",16,5,5,16,0.5,"adam",0.001,100,150
"1067","1min",52,9818,45,2,3,3,"square",16,5,5,16,0.5,"adam",0.001,100,150
"1068","1min",52,7,45,2,3,3,"square",16,5,5,16,0.5,"adam",0.001,100,150
"1069","1min",52,155,45,2,3,3,"square",16,5,5,16,0.5,"adam",0.001,100,150
"1070","1min",52,642,45,2,3,3,"square",16,5,5,16,0.5,"adam",0.001,100,150
"1071","1min",53,890,45,2,1,5,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"1072","1min",53,9818,45,2,1,5,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"1073","1min",53,7,45,2,1,5,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"1074","1min",53,155,45,2,1,5,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"1075","1min",53,642,45,2,1,5,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"1076","1min",54,890,45,2,3,5,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"1077","1min",54,9818,45,2,3,5,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"1078","1min",54,7,45,2,3,5,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"1079","1min",54,155,45,2,3,5,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"1080","1min",54,642,45,2,3,5,"wide rec",16,5,5,16,0.5,"adam",0.001,100,150
"1081","1min",55,890,60,2,1,1,"square",16,3,3,16,0.5,"adam",0.001,100,150
"1082","1min",55,9818,60,2,1,1,"square",16,3,3,16,0.5,"adam",0.001,100,150
"1083","1min",55,7,60,2,1,1,"square",16,3,3,16,0.5,"adam",0.001,100,150
"1084","1min",55,155,60,2,1,1,"square",16,3,3,16,0.5,"adam",0.001,100,150
"1085","1min",55,642,60,2,1,1,"square",16,3,3,16,0.5,"adam",0.001,100,150
"1086","1min",56,890,60,2,3,1,"long rec",16,3,3,16,0.5,"adam",0.001,100,150
"1087","1min",56,9818,60,2,3,1,"long rec",16,3,3,16,0.5,"adam",0.001,100,150
"1088","1min",56,7,60,2,3,1,"long rec",16,3,3,16,0.5,"adam",0.001,100,150
"1089","1min",56,155,60,2,3,1,"long rec",16,3,3,16,0.5,"adam",0.001,100,150
"1090","1min",56,642,60,2,3,1,"long rec",16,3,3,16,0.5,"adam",0.001,100,150
"1091","1min",57,890,60,2,1,3,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"1092","1min",57,9818,60,2,1,3,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"1093","1min",57,7,60,2,1,3,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"1094","1min",57,155,60,2,1,3,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"1095","1min",57,642,60,2,1,3,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"1096","1min",58,890,60,2,3,3,"square",16,3,3,16,0.5,"adam",0.001,100,150
"1097","1min",58,9818,60,2,3,3,"square",16,3,3,16,0.5,"adam",0.001,100,150
"1098","1min",58,7,60,2,3,3,"square",16,3,3,16,0.5,"adam",0.001,100,150
"1099","1min",58,155,60,2,3,3,"square",16,3,3,16,0.5,"adam",0.001,100,150
"1100","1min",58,642,60,2,3,3,"square",16,3,3,16,0.5,"adam",0.001,100,150
"1101","1min",59,890,60,2,1,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"1102","1min",59,9818,60,2,1,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"1103","1min",59,7,60,2,1,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"1104","1min",59,155,60,2,1,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"1105","1min",59,642,60,2,1,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"1106","1min",60,890,60,2,3,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"1107","1min",60,9818,60,2,3,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"1108","1min",60,7,60,2,3,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"1109","1min",60,155,60,2,3,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"1110","1min",60,642,60,2,3,5,"wide rec",16,3,3,16,0.5,"adam",0.001,100,150
"1111","1min",61,890,60,2,1,1,"square",16,4,3,16,0.5,"adam",0.001,100,150
"1112","1min",61,9818,60,2,1,1,"square",16,4,3,16,0.5,"adam",0.001,100,150
"1113","1min",61,7,60,2,1,1,"square",16,4,3,16,0.5,"adam",0.001,100,150
"1114","1min",61,155,60,2,1,1,"square",16,4,3,16,0.5,"adam",0.001,100,150
"1115","1min",61,642,60,2,1,1,"square",16,4,3,16,0.5,"adam",0.001,100,150
"1116","1min",62,890,60,2,3,1,"long rec",16,4,3,16,0.5,"adam",0.001,100,150
"1117","1min",62,9818,60,2,3,1,"long rec",16,4,3,16,0.5,"adam",0.001,100,150
"1118","1min",62,7,60,2,3,1,"long rec",16,4,3,16,0.5,"adam",0.001,100,150
"1119","1min",62,155,60,2,3,1,"long rec",16,4,3,16,0.5,"adam",0.001,100,150
"1120","1min",62,642,60,2,3,1,"long rec",16,4,3,16,0.5,"adam",0.001,100,150
"1121","1min",63,890,60,2,1,3,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"1122","1min",63,9818,60,2,1,3,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"1123","1min",63,7,60,2,1,3,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"1124","1min",63,155,60,2,1,3,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"1125","1min",63,642,60,2,1,3,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"1126","1min",64,890,60,2,3,3,"square",16,4,3,16,0.5,"adam",0.001,100,150
"1127","1min",64,9818,60,2,3,3,"square",16,4,3,16,0.5,"adam",0.001,100,150
"1128","1min",64,7,60,2,3,3,"square",16,4,3,16,0.5,"adam",0.001,100,150
"1129","1min",64,155,60,2,3,3,"square",16,4,3,16,0.5,"adam",0.001,100,150
"1130","1min",64,642,60,2,3,3,"square",16,4,3,16,0.5,"adam",0.001,100,150
"1131","1min",65,890,60,2,1,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"1132","1min",65,9818,60,2,1,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"1133","1min",65,7,60,2,1,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"1134","1min",65,155,60,2,1,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"1135","1min",65,642,60,2,1,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"1136","1min",66,890,60,2,3,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"1137","1min",66,9818,60,2,3,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"1138","1min",66,7,60,2,3,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"1139","1min",66,155,60,2,3,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"1140","1min",66,642,60,2,3,5,"wide rec",16,4,3,16,0.5,"adam",0.001,100,150
"1141","1min",67,890,60,2,1,1,"square",16,5,3,16,0.5,"adam",0.001,100,150
"1142","1min",67,9818,60,2,1,1,"square",16,5,3,16,0.5,"adam",0.001,100,150
"1143","1min",67,7,60,2,1,1,"square",16,5,3,16,0.5,"adam",0.001,100,150
"1144","1min",67,155,60,2,1,1,"square",16,5,3,16,0.5,"adam",0.001,100,150
"1145","1min",67,642,60,2,1,1,"square",16,5,3,16,0.5,"adam",0.001,100,150
"1146","1min",68,890,60,2,3,1,"long rec",16,5,3,16,0.5,"adam",0.001,100,150
"1147","1min",68,9818,60,2,3,1,"long rec",16,5,3,16,0.5,"adam",0.001,100,150
"1148","1min",68,7,60,2,3,1,"long rec",16,5,3,16,0.5,"adam",0.001,100,150
"1149","1min",68,155,60,2,3,1,"long rec",16,5,3,16,0.5,"adam",0.001,100,150
"1150","1min",68,642,60,2,3,1,"long rec",16,5,3,16,0.5,"adam",0.001,100,150
"1151","1min",69,890,60,2,1,3,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"1152","1min",69,9818,60,2,1,3,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"1153","1min",69,7,60,2,1,3,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"1154","1min",69,155,60,2,1,3,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"1155","1min",69,642,60,2,1,3,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"1156","1min",70,890,60,2,3,3,"square",16,5,3,16,0.5,"adam",0.001,100,150
"1157","1min",70,9818,60,2,3,3,"square",16,5,3,16,0.5,"adam",0.001,100,150
"1158","1min",70,7,60,2,3,3,"square",16,5,3,16,0.5,"adam",0.001,100,150
"1159","1min",70,155,60,2,3,3,"square",16,5,3,16,0.5,"adam",0.001,100,150
"1160","1min",70,642,60,2,3,3,"square",16,5,3,16,0.5,"adam",0.001,100,150
"1161","1min",71,890,60,2,1,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"1162","1min",71,9818,60,2,1,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"1163","1min",71,7,60,2,1,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"1164","1min",71,155,60,2,1,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"1165","1min",71,642,60,2,1,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"1166","1min",72,890,60,2,3,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"1167","1min",72,9818,60,2,3,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"1168","1min",72,7,60,2,3,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"1169","1min",72,155,60,2,3,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
"1170","1min",72,642,60,2,3,5,"wide rec",16,5,3,16,0.5,"adam",0.001,100,150
